0	[3014081,5801090,6429650,4766432,6455317,3764108,114177,6545104,6600863,2678364,5102780,4685775,4492426,4597836,3582715,1305056,5137870,4363694,5341176,6330457,3845763,820660,7014467,1040127,6053751,4152547,660244,5450420,2676738,3453514,2963760,4030055,2795989,4870473,5375536,701818,1251245,3204509,6825817,344196,6284241,6923722,6609111,7637932,5238172,6932932,4168892,6049834,4338070,6688403,4860212,2163847,5302698,7243832,77512,4786981,5451081,5064101,2404349,4476832,975225,1897496,5890344,3513760,4206690,3834161,2744237,5254672,6639701,6388724,5362352,6431321,3945152,2684369,6208245,2706788,7011576,3404215,566279,263625,1733117,2576863,4480637,5090072,7797494,2056936,3824607,1591232,5196287,3671362,6812568,5307554,3125612,4987843,933612,1476783,629634,6324870,7680705,1885015,159609,341174,3863312,1947550,1419241,6297951,6652600,4460264,2958419,1891863,4615536,1517407,2519780,930061,4516095,947742,6140184,33165,2393583,4230755,1551999,2932094,5763676,147312,5972904,2448633,1778587,853566,3861,3034273,1208510,2374610,7407816,840285,599907,3069,2931894,5301845,5646304,3363398,6825023,2305508,5454624,1648743,3649055,2998353,2758676,3681508,5095287,1694797,5037761,6644386,4792767,6066408,878807,7175572,1664127,3785597,4377706]
1	[227874,5241466,4100566,4099195,3263226,4439147,3998533,4322835,6827483,3096946,3864537,4473191,2684211,5296544,3163218,154728,2305137,2728461,635847,3241158,2542413,4578554,3512591,3643116,3539674,6998071,3587960,4714035,3682346,4099356,3726530,5508146,1034481,267772,6283590,4371164,1881743,3627344,2488465,3899420,3121909,2501560,2153711,4488891,5860659,3413370,5857646,4066642,5345545,2194611,3075140,4092658,6779676,4558762,5535451,3992401,4644982,2253765,2653515,6812221,6731945,1369571,2154195,6139029,3880598,2315863,1814166,6354402,2608420,4035779,2555012,4619754,3077057,2437062,1141100,2883904,4817232,4449136,5528958,6395310,6334390,4291105,4217229,2924997,6134323,6668463,2976898,6067658,6497858,4679754,4582343,3039524,2959080,2674188,1152992,3603628,4874683,2100898,3574141,6286101,2325458,447376,4084424,1585038,1089398,4082182,262301,4101059,6042562,3785197,5664097,3449807,5224790,2735460,2453729,3409681,4190344,4820314,5172406,2902428,7236038,1076079,5886710,2835839,3157537,1895632,6731963,4707354,2502754,5131058,3145447,5280225,4098925,4596873,7111681,2950640,6916495,2865453,5104141,7494652,1863451,2852924,4481516,2007000,4099787,4072891,2773552,3033469,5521576,4080079,5244541,5202431,3055893,3720966,4304151,2648761,4198093,6639338,4494587,2871160,2782582,5175557,877599,4726046,3772149,2016707,3433646,2242385]
2	[705014,363641,528802,569680,628170,919798,191906,74036,267724,911589,698413,1728,194201]
3	[534134,363641,71818,919798,191906,123553,74036,267724,698413,1773,152839,224007,667326]
4	[2582484,2078920,2592686,3246859,3627121,3768762,5886517,2532707,933096,1659122,1154281,3113704,2006502,1588681,1906203,2443569,3579859,1731680]
5	[3157537,3682346,4190344,4488891,1573849,4619754,416673,4558762,4473191,864490]
6	[240797,1484,3927383,5265,2490721,114,1062195,200601,379056,367445,174252,521781,2636836,1705,1191,184445,841910,5450,665830,333605,416673,163703,864490]
7	[2837726,2467078,2502276,3219947,2378090,3076752,4472415,2831141,2885597,2706987]
8	[3157537,3682346,4190344,4707354,4488891,1573849,416673,6812221,4558762,4473191]
