50,5499
100,5494
150,5493
200,5491
250,5487
300,5486
350,5485
400,5484
450,5483
500,5482
550,5476
600,5474
650,5472
700,5468
750,5465
800,5464
850,5459
900,5451
950,5445
1000,5443
1050,5432
1100,5427
1150,5419
1200,5416
1250,5413
1300,5412
1350,5406
1400,5404
1450,5402
1500,5401
1550,5398
1600,5393
1650,5391
1700,5390
1750,5390
1800,5389
1850,5386
1900,5382
1950,5376
2000,5372
2050,5369
2100,5369
2150,5367
2200,5363
2250,5361
2300,5356
2350,5354
2400,5346
2450,5342
2500,5342
2550,5337
2600,5332
2650,5327
2700,5325
2750,5322
2800,5319
2850,5313
2900,5307
2950,5303
3000,5300
3050,5294
3100,5288
3150,5283
3200,5279
3250,5274
3300,5266
3350,5259
3400,5255
3450,5250
3500,5240
3550,5237
3600,5231
3650,5228
3700,5226
3750,5219
3800,5219
3850,5214
3900,5204
3950,5203
4000,5198
4050,5191
4100,5189
4150,5189
4200,5188
4250,5187
4300,5185
4350,5185
4400,5184
4450,5181
4500,5181
4550,5180
4600,5180
4650,5179
4700,5178
4750,5177
4800,5177
4850,5176
4900,5176
4950,5176
5000,5176
5050,5176
5100,5175
5150,5175
5200,5174
5250,5174
5300,5173
5350,5170
5400,5170
5450,5169
5500,5168
5550,5166
5600,5162
5650,5158
5700,5158
5750,5158
5800,5157
5850,5157
5900,5157
5950,5155
6000,5154
6050,5153
6100,5153
6150,5153
6200,5152
6250,5151
6300,5151
6350,5150
6400,5150
6450,5149
6500,5149
6550,5149
6600,5149
6650,5147
6700,5147
6750,5147
6800,5147
6850,5144
6900,5144
6950,5144
7000,5143
7050,5142
7100,5141
7150,5140
7200,5140
7250,5140
7300,5140
7350,5139
7400,5139
7450,5138
7500,5137
7550,5137
7600,5137
7650,5136
7700,5136
7750,5136
7800,5135
7850,5135
7900,5134
7950,5133
8000,5133
8050,5133
8100,5133
8150,5132
8200,5132
8250,5131
8300,5130
8350,5130
8400,5129
8450,5128
8500,5128
8550,5127
8600,5126
8650,5122
8700,5122
8750,5122
8800,5119
8850,5119
8900,5119
8950,5118
9000,5117
9050,5116
9100,5116
9150,5116
9200,5114
9250,5114
9300,5101
9350,5098
9400,5098
9450,5098
9500,5096
9550,5096
9600,5096
9650,5095
9700,5094
9750,5094
9800,5094
9850,5094
9900,5093
9950,5092
10000,5092
10050,5091
10100,5091
10150,5090
10200,5089
10250,5088
10300,5087
10350,5087
10400,5087
10450,5087
10500,5087
10550,5087
10600,5087
10650,5087
10700,5087
10750,5085
10800,5085
10850,5085
10900,5084
10950,5084
11000,5084
11050,5084
11100,5084
11150,5082
11200,5082
11250,5079
11300,5078
11350,5077
11400,5077
11450,5077
11500,5076
11550,5076
11600,5076
11650,5076
11700,5076
11750,5076
11800,5076
11850,5075
11900,5075
11950,5075
12000,5075
12050,5072
12100,5072
12150,5071
12200,5066
12250,5066
12300,5066
12350,5066
12400,5064
12450,5063
12500,5063
12550,5063
12600,5063
12650,5063
12700,5062
12750,5062
12800,5062
12850,5062
12900,5062
12950,5059
13000,5057
13050,5057
13100,5057
13150,5057
13200,5057
13250,5055
13300,5054
13350,5054
13400,5054
13450,5054
13500,5049
13550,5049
13600,5048
13650,5047
13700,5047
13750,5045
13800,5044
13850,5043
13900,5043
13950,5043
14000,5043
14050,5043
14100,5043
14150,5040
14200,5036
14250,5036
14300,5036
14350,5036
14400,5036
14450,5036
14500,5036
14550,5036
14600,5036
14650,5036
14700,5036
14750,5036
14800,5035
14850,5035
14900,5035
14950,5035
15000,5034
15050,5034
15100,5034
15150,5032
15200,5030
15250,5030
15300,5030
15350,5030
15400,5029
15450,5028
15500,5028
15550,5025
15600,5024
15650,5022
15700,5019
15750,5019
15800,5019
15850,5019
15900,5019
15950,5019
16000,5016
16050,5012
16100,5010
16150,5010
16200,5010
16250,5010
16300,5010
16350,5010
16400,5009
16450,5002
16500,5000
16550,4999
16600,4999
16650,4999
16700,4999
16750,4999
16800,4998
16850,4997
16900,4997
16950,4996
17000,4996
17050,4996
17100,4994
17150,4992
17200,4992
17250,4992
17300,4990
17350,4987
17400,4983
17450,4982
17500,4982
17550,4982
17600,4981
17650,4981
17700,4981
17750,4981
17800,4978
17850,4977
17900,4975
17950,4975
18000,4975
18050,4975
18100,4975
18150,4975
18200,4975
18250,4974
18300,4974
18350,4970
18400,4966
18450,4966
18500,4966
18550,4966
18600,4966
18650,4965
18700,4965
18750,4965
18800,4965
18850,4964
18900,4963
18950,4959
19000,4958
19050,4958
19100,4958
19150,4957
19200,4956
19250,4956
19300,4956
19350,4956
19400,4955
19450,4948
19500,4945
19550,4939
19600,4939
19650,4939
19700,4938
19750,4938
19800,4938
19850,4938
19900,4937
19950,4937
20000,4937
20050,4933
20100,4927
20150,4924
20200,4924
20250,4924
20300,4924
20350,4922
20400,4921
20450,4921
20500,4921
20550,4921
20600,4919
20650,4917
20700,4905
20750,4905
20800,4905
20850,4905
20900,4905
20950,4905
21000,4905
21050,4905
21100,4905
21150,4905
21200,4905
21250,4905
21300,4902
21350,4900
21400,4897
21450,4897
21500,4897
21550,4896
21600,4896
21650,4896
21700,4890
21750,4890
21800,4889
21850,4889
21900,4889
21950,4888
22000,4885
22050,4883
22100,4880
22150,4880
22200,4880
22250,4880
22300,4877
22350,4877
22400,4877
22450,4875
22500,4875
22550,4874
22600,4873
22650,4873
22700,4871
22750,4869
