34,973,53.9568345324,0.0679963965336,Drama
36,68,89.7058823529,0.296751536435,Comedy
56,26,61.5384615385,0.372307692308,Drama
39,22,72.7272727273,0.666666666667,Drama
33,21,33.3333333333,0.880952380952,Action
59,19,84.2105263158,0.865497076023,Comedy
62,15,73.3333333333,0.828571428571,Drama
35,14,100.0,0.78021978022,Comedy
41,14,100.0,1.0,Comedy
42,14,71.4285714286,0.791208791209,Drama
65,13,100.0,0.74358974359,Drama
57,11,100.0,0.781818181818,Drama
58,11,54.5454545455,0.563636363636,Comedy
68,10,70.0,0.866666666667,Drama
1,9,33.3333333333,1.0,Drama
23,8,87.5,1.0,Drama
27,8,87.5,0.857142857143,Comedy
55,8,75.0,0.785714285714,Drama
64,8,100.0,0.857142857143,Drama
70,8,62.5,0.75,Drama
18,7,100.0,1.0,Drama
54,7,28.5714285714,0.904761904762,Drama
43,6,100.0,1.0,Drama
61,6,50.0,0.866666666667,Horror
11,5,80.0,1.0,Drama
15,5,40.0,1.0,Drama
16,5,80.0,1.0,Drama
19,5,100.0,1.0,Drama
40,5,80.0,1.0,Comedy
60,5,80.0,1.0,Horror
3,4,100.0,1.0,Action
7,4,50.0,1.0,Drama
20,4,100.0,0.833333333333,Drama
21,4,100.0,1.0,Drama
26,4,50.0,1.0,Short
28,4,50.0,1.0,Drama
30,4,50.0,1.0,Drama
38,4,100.0,1.0,Drama
69,4,100.0,1.0,Comedy
71,4,75.0,1.0,Comedy
72,4,75.0,1.0,Drama
74,4,75.0,1.0,Comedy
0,3,66.6666666667,1.0,Drama
2,3,33.3333333333,1.0,Action
4,3,100.0,1.0,Drama
5,3,100.0,1.0,Action
6,3,33.3333333333,1.0,Action
8,3,66.6666666667,1.0,Short
9,3,100.0,1.0,Drama
10,3,100.0,1.0,Drama
12,3,33.3333333333,1.0,Drama
13,3,66.6666666667,1.0,Action
14,3,33.3333333333,1.0,Drama
17,3,33.3333333333,1.0,Comedy
22,3,66.6666666667,1.0,Drama
24,3,100.0,1.0,Drama
25,3,66.6666666667,1.0,Drama
29,3,66.6666666667,1.0,Drama
31,3,66.6666666667,1.0,Drama
32,3,100.0,1.0,Drama
37,3,100.0,1.0,Drama
44,3,100.0,1.0,Comedy
45,3,66.6666666667,1.0,Comedy
46,3,66.6666666667,1.0,Animation
47,3,100.0,1.0,Comedy
48,3,66.6666666667,1.0,Comedy
49,3,66.6666666667,1.0,Drama
50,3,100.0,1.0,Comedy
51,3,33.3333333333,1.0,Drama
52,3,100.0,1.0,Drama
53,3,100.0,1.0,Drama
63,3,100.0,1.0,Drama
66,3,100.0,1.0,Comedy
67,3,100.0,1.0,Comedy
73,3,100.0,1.0,Drama
75,3,66.6666666667,1.0,Drama
76,3,66.6666666667,1.0,Comedy
