33,324,46.6049382716,0.282861292665,Comedy
34,280,68.5714285714,0.269943676395,Drama
41,62,45.1612903226,0.379693283977,Animation
38,42,85.7142857143,0.700348432056,Drama
39,24,75.0,0.619565217391,Drama
37,22,86.3636363636,0.52380952381,Comedy
57,20,85.0,0.663157894737,Drama
22,17,82.3529411765,0.904411764706,Comedy
35,17,41.1764705882,0.948529411765,Action
21,14,100.0,0.758241758242,Comedy
51,14,100.0,1.0,Comedy
23,13,76.9230769231,0.935897435897,Drama
42,13,100.0,0.794871794872,Drama
40,11,100.0,1.0,Comedy
54,11,54.5454545455,0.763636363636,Drama
52,10,80.0,0.955555555556,Drama
53,10,80.0,0.866666666667,Comedy
49,9,33.3333333333,1.0,Comedy
55,8,100.0,0.964285714286,Drama
65,8,100.0,0.964285714286,Drama
30,7,85.7142857143,0.952380952381,Drama
32,7,100.0,0.952380952381,Comedy
44,7,57.1428571429,1.0,Drama
3,6,33.3333333333,1.0,Horror
10,6,66.6666666667,1.0,Drama
18,6,83.3333333333,1.0,Drama
27,6,100.0,1.0,Drama
45,6,100.0,1.0,Comedy
59,6,100.0,1.0,Comedy
60,6,83.3333333333,1.0,Drama
62,6,66.6666666667,1.0,Drama
4,5,100.0,1.0,Drama
12,5,100.0,1.0,Drama
17,5,100.0,1.0,Drama
24,5,100.0,1.0,Drama
25,5,80.0,1.0,Drama
28,5,40.0,1.0,Drama
46,5,60.0,0.9,Drama
47,5,80.0,0.9,Drama
56,5,80.0,1.0,Drama
58,5,40.0,1.0,Drama
67,5,100.0,1.0,Drama
69,5,60.0,1.0,Comedy
0,4,50.0,1.0,Horror
1,4,50.0,1.0,Drama
2,4,75.0,1.0,Drama
5,4,75.0,1.0,Drama
6,4,75.0,1.0,Drama
7,4,75.0,1.0,Horror
8,4,100.0,1.0,Drama
9,4,100.0,1.0,Drama
11,4,100.0,1.0,Comedy
13,4,50.0,1.0,Drama
14,4,100.0,1.0,Comedy
15,4,50.0,1.0,Drama
16,4,75.0,1.0,Drama
19,4,100.0,1.0,Comedy
20,4,100.0,1.0,Comedy
26,4,50.0,1.0,Drama
29,4,50.0,1.0,Animation
31,4,50.0,1.0,Drama
36,4,50.0,1.0,Animation
43,4,75.0,1.0,Horror
48,4,75.0,1.0,Drama
50,4,75.0,1.0,Comedy
61,4,100.0,1.0,Comedy
63,4,50.0,1.0,Comedy
64,4,75.0,1.0,Comedy
66,4,75.0,1.0,Comedy
68,4,25.0,1.0,Comedy
